Shift,Date & Shift,Index,"Date. Shift, Index & Mod",,Dock Code,Container,Module,No Of Boxes,Stocking Date,Stocking Time,Stocking Shift,Lineoff Date,Line Counter,Module Volume,Cumulative Module Volume,Physical Seq Number,Vanning Date,Scheduled Packing Date,Combined Line Counter,Stocking Plan Modified By,Stocking Plan Modified Timestamp,Stocked Status,Stocked By,Stocked Timestamp,
2,202410212,12,20241021212H,H,K3,P0727,HB27,36,2024-10-21,00:13,2,2024-10-21,232,0,0,,2024-08-06,2024-08-06,258.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,13,20241021213H,H,K3,P0728,HB01,42,2024-10-21,00:36,2,2024-10-21,257,0,0,,2024-08-07,2024-08-06,274.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,13,20241021213X,X,K3,P0728,PK01,24,2024-10-21,00:36,2,2024-10-21,257,0,0,,2024-08-07,2024-08-07,274.0000,System,2024-09-16 09:45,FALSE,,,
2,202410212,13,20241021213X,X,K3,P0728,PK02,24,2024-10-21,00:36,2,2024-10-21,257,0,0,,2024-08-07,2024-08-07,274.0000,System,2024-09-16 09:45,FALSE,,,
2,202410212,13,20241021213X,X,K3,P0728,PK03,24,2024-10-21,00:36,2,2024-10-21,257,0,0,,2024-08-07,2024-08-07,274.0000,System,2024-09-16 09:45,FALSE,,,
2,202410212,13,20241021213X,X,K3,P0728,PK04,24,2024-10-21,00:36,2,2024-10-21,257,0,0,,2024-08-07,2024-08-07,274.0000,System,2024-09-16 09:45,FALSE,,,
2,202410212,13,20241021213X,X,K3,P0728,PN01,24,2024-10-21,00:36,2,2024-10-21,257,0,0,,2024-08-07,2024-08-07,274.0000,System,2024-09-16 09:45,FALSE,,,
2,202410212,13,20241021213X,X,K3,P0728,PN02,24,2024-10-21,00:36,2,2024-10-21,257,0,0,,2024-08-07,2024-08-07,274.0000,System,2024-09-16 09:45,FALSE,,,
2,202410212,14,20241021214H,H,K3,P0728,HB02,25,2024-10-21,01:32,2,2024-10-21,286,0,0,,2024-08-07,2024-08-06,292.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,15,20241021215H,H,K2,P0722,HF07,83,2024-10-21,01:43,2,2024-10-21,298,0,0,,2024-08-01,2024-08-01,303.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,16,20241021216H,H,K3,P0728,HB03,36,2024-10-21,01:48,2,2024-10-21,303,0,0,,2024-08-07,2024-08-06,339.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,17,20241021217H,H,K3,P0728,HB04,39,2024-10-21,02:10,2,2024-10-21,328,0,0,,2024-08-07,2024-08-06,355.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,18,20241021218H,H,K3,P0728,HB05,42,2024-10-21,02:35,2,2024-10-21,355,0,0,,2024-08-07,2024-08-06,372.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,19,20241021219H,H,K3,P0728,HB06,46,2024-10-21,03:01,2,2024-10-21,384,0,0,,2024-08-07,2024-08-06,390.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,20,20241021220H,H,K2,P0726,HF01,85,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-05,410.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BH01,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BH02,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BH03,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BH04,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BH05,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BH06,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BK01,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,BK02,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,FJ01,72,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,FJ02,72,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,RZ01,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,YP01,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,YP02,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,20,20241021220X,X,K2,P0726,YP03,1,2024-10-21,03:09,2,2024-10-21,393,0,0,,2024-08-06,2024-08-06,410.0000,System,2024-09-16 09:38,FALSE,,,
2,202410212,21,20241021221H,H,K3,P0728,HB07,48,2024-10-21,03:30,2,2024-10-21,416,0,0,,2024-08-07,2024-08-06,447.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410212,22,20241021222H,H,K3,P0728,HB08,60,2024-10-21,04:10,2,2024-10-21,449,0,0,,2024-08-07,2024-08-06,468.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,1,2024102211H,H,K2,P0726,HF02,83,2024-10-22,07:30,1,2024-10-22,1,0,0,,2024-08-06,2024-08-05,25.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,2,2024102212H,H,K3,P0728,HB09,60,2024-10-22,07:30,1,2024-10-22,1,0,0,,2024-08-07,2024-08-06,1.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,3,2024102213H,H,K3,P0728,HB10,48,2024-10-22,08:06,1,2024-10-22,41,0,0,,2024-08-07,2024-08-06,58.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,4,2024102214H,H,K3,P0728,HB11,36,2024-10-22,08:35,1,2024-10-22,73,0,0,,2024-08-07,2024-08-06,77.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,5,2024102215H,H,K2,P0726,HF03,89,2024-10-22,08:43,1,2024-10-22,82,0,0,,2024-08-06,2024-08-05,91.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,6,2024102216H,H,K3,P0728,HB12,37,2024-10-22,08:56,1,2024-10-22,97,0,0,,2024-08-07,2024-08-06,126.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,7,2024102217H,H,K3,P0728,HB13,42,2024-10-22,09:18,1,2024-10-22,121,0,0,,2024-08-07,2024-08-06,141.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,8,2024102218H,H,K3,P0728,HB14,36,2024-10-22,09:43,1,2024-10-22,149,0,0,,2024-08-07,2024-08-07,158.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,9,2024102219H,H,K2,P0726,HF04,79,2024-10-22,10:16,1,2024-10-22,169,0,0,,2024-08-06,2024-08-05,172.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,10,20241022110H,H,K3,P0728,HB15,36,2024-10-22,10:20,1,2024-10-22,173,0,0,,2024-08-07,2024-08-07,203.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,11,20241022111H,H,K3,P0728,HB16,48,2024-10-22,10:42,1,2024-10-22,197,0,0,,2024-08-07,2024-08-07,217.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,12,20241022112H,H,K3,P0728,HB17,72,2024-10-22,11:11,1,2024-10-22,229,0,0,,2024-08-07,2024-08-07,236.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,13,20241022113H,H,K2,P0726,HF05,87,2024-10-22,11:26,1,2024-10-22,246,0,0,,2024-08-06,2024-08-05,264.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,14,20241022114H,H,K3,P0728,HB18,30,2024-10-22,11:54,1,2024-10-22,277,0,0,,2024-08-07,2024-08-06,298.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,15,20241022115H,H,K3,P0728,HB19,47,2024-10-22,12:42,1,2024-10-22,297,0,0,,2024-08-07,2024-08-07,310.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,16,20241022116H,H,K3,P0728,HB20,30,2024-10-22,13:10,1,2024-10-22,328,0,0,,2024-08-07,2024-08-07,328.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,17,20241022117H,H,K2,P0726,HF06,85,2024-10-22,13:13,1,2024-10-22,331,0,0,,2024-08-06,2024-08-05,340.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,18,20241022118H,H,K3,P0728,HB21,36,2024-10-22,13:28,1,2024-10-22,348,0,0,,2024-08-07,2024-08-07,373.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,19,20241022119H,H,K3,P0728,HB22,42,2024-10-22,13:50,1,2024-10-22,372,0,0,,2024-08-07,2024-08-07,387.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,20,20241022120H,H,K3,P0728,HB23,39,2024-10-22,14:15,1,2024-10-22,400,0,0,,2024-08-07,2024-08-07,404.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,21,20241022121H,H,K2,P0726,HF07,81,2024-10-22,14:28,1,2024-10-22,414,0,0,,2024-08-06,2024-08-06,419.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,22,20241022122H,H,K3,P0728,HB24,48,2024-10-22,14:49,1,2024-10-22,426,0,0,,2024-08-07,2024-08-07,451.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
1,202410221,23,20241022123H,H,K3,P0728,HB25,54,2024-10-22,15:18,1,2024-10-22,458,0,0,,2024-08-07,2024-08-07,470.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410222,1,2024102221H,H,K2,P0727,HF01,95,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410222,2,2024102222H,H,K3,P0728,HB26,48,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-07,2024-08-07,1.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BH01,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BH02,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BH03,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BH04,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BH05,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BH06,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BK01,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BK02,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BK03,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,BN01,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,FJ01,72,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,FJ02,72,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,YP01,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,2,2024102222X,X,K2,P0727,YP02,1,2024-10-22,20:30,2,2024-10-22,1,0,0,,2024-08-06,2024-08-06,23.0000,System,2024-09-16 09:38,FALSE,,,
2,202410222,3,2024102223H,H,K3,P0728,HB27,25,2024-10-22,21:02,2,2024-10-22,37,0,0,,2024-08-07,2024-08-07,66.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410222,4,2024102224H,H,K3,P0729,HB01,33,2024-10-22,21:19,2,2024-10-22,56,0,0,,2024-08-07,2024-08-07,77.0000,JOSHUA.ROBB@TMUK.DEESIDE,2024-10-24 09:47,FALSE,,,
2,202410222,4,2024102224X,X,K3,P0729,PK01,24,2024-10-22,21:19,2,2024-10-22,56,0,0,,2024-08-07,2024-08-07,77.0000,System,2024-09-16 09:45,FALSE,,,
2,202410222,4,2024102224X,X,K3,P0729,PK02,24,2024-10-22,21:19,2,2024-10-22,56,0,0,,2024-08-07,2024-08-07,77.0000,System,2024-09-16 09:45,FALSE,,,
2,202410222,4,2024102224X,X,K3,P0729,PK03,24,2024-10-22,21:19,2,2024-10-22,56,0,0,,2024-08-07,2024-08-07,77.0000,System,2024-09-16 09:45,FALSE,,,
2,202410222,4,2024102224X,X,K3,P0729,PN01,24,2024-10-22,21:19,2,2024-10-22,56,0,0,,2024-08-07,2024-08-07,77.0000,System,2024-09-16 09:45,FALSE,,,
2,202410222,4,2024102224X,X,K3,P0729,PN02,24,2024-10-22,21:19,2,2024-10-22,56,0,0,,2024-08-07,2024-08-07,77.0000,System,2024-09-16 09:45,FALSE,,,
2,202410222,4,2024102224X,X,K3,P0729,PN03,24,2024-10-22,21:19,2,2024-10-22,56,0,0,,2024-08-07,2024-08-07,77.0000,System,2024-09-16 09:45,FALSE,,,
